dataset_id,score,min_processing_time_ms,max_processing_time_ms,avg_processing_time_ms
production_plant,0.63784686375674,0.005,300201.645,74.090998
water_pump,0.2932219770044149,0.005,300201.645,74.090998
harddrive,0.007550453306044446,0.005,300201.645,74.090998
turbofan_engine,0.11209922548153836,0.005,300201.645,74.090998
