evaluation,failure_prevented,n_maintenance_activities,id
53.5521,True,62,FD004_1_0
55.6717,True,57,FD004_2_0
54.804,True,59,FD004_3_0
58.0994,True,51,FD004_4_0
69.177,True,31,FD004_5_0
52.3561,True,65,FD004_6_0
64.8723,True,38,FD004_7_0
63.6635,True,40,FD004_8_0
51.9693,True,66,FD004_9_0
50.1176,True,71,FD004_10_0
54.8801,True,58,FD004_11_0
58.5904,True,50,FD004_12_0
60.6403,True,46,FD004_13_0
60.2929,True,46,FD004_14_0
65.2027,True,38,FD004_15_0
71.6773,True,28,FD004_16_0
77.9914,True,20,FD004_17_0
51.2124,True,68,FD004_18_0
66.7742,True,35,FD004_19_0
62.2743,True,43,FD004_20_0
64.2622,True,39,FD004_21_0
66.7742,True,35,FD004_22_0
57.9659,True,52,FD004_23_0
70.6283,True,29,FD004_24_0
77.9914,True,20,FD004_25_0
55.318,True,57,FD004_26_0
75.3722,True,23,FD004_27_0
68.1053,True,33,FD004_28_0
61.7199,True,44,FD004_29_0
55.318,True,57,FD004_30_0
59.5977,True,48,FD004_31_0
65.4941,True,37,FD004_32_0
67.7842,True,33,FD004_33_0
58.0994,True,51,FD004_34_0
64.8723,True,38,FD004_35_0
79.8411,True,18,FD004_36_0
47.7667,True,79,FD004_37_0
72.1419,True,27,FD004_38_0
68.1053,True,33,FD004_39_0
67.4331,True,34,FD004_40_0
57.6166,True,52,FD004_41_0
57.9659,True,52,FD004_42_0
64.8723,True,38,FD004_43_0
68.1053,True,33,FD004_44_0
72.1419,True,27,FD004_45_0
52.7907,True,63,FD004_46_0
48.746,True,76,FD004_47_0
53.1474,True,63,FD004_48_0
43.7489,True,94,FD004_49_0
74.0063,True,25,FD004_50_0
56.6746,True,54,FD004_51_0
49.763,True,72,FD004_52_0
55.2344,True,58,FD004_53_0
68.4735,True,32,FD004_54_0
51.5651,True,68,FD004_55_0
50.8422,True,69,FD004_56_0
69.177,True,31,FD004_57_0
57.1417,True,53,FD004_58_0
72.1419,True,27,FD004_59_0
65.4941,True,37,FD004_60_0
62.2743,True,43,FD004_61_0
55.318,True,57,FD004_62_0
73.7217,True,25,FD004_63_0
71.6773,True,28,FD004_64_0
50.4773,True,70,FD004_65_0
73.2133,True,26,FD004_66_0
74.5378,True,24,FD004_67_0
75.3722,True,23,FD004_68_0
