evaluation,failure_prevented,n_maintenance_activities,id
61.3636,True,103,ST3160318AS_5VML01P0_0
86.6279,False,4,ST3160318AS_5VY4ZRMA_0
87.037,True,15,ST3160318AS_5VY50ALD_0
94.3396,True,7,ST3160318AS_5VY529VQ_0
71.028,False,12,ST3160318AS_6VMDKZS2_0
53.4031,True,90,ST3160318AS_6VMDNNG4_0
56.5517,True,127,ST3160318AS_6VY16NA1_0
82.6087,False,13,ST3160318AS_6VY9JADG_0
59.9476,False,134,ST3160318AS_6VYA6RMB_0
86.5052,False,20,ST3160318AS_9VMHY7KX_0
67.6259,True,91,ST3160318AS_9VY8TC9H_0
85.8182,True,40,ST3160318AS_9VY8TCAV_0
85.3261,False,8,ST3160318AS_9VY8TCTB_0
76.1364,True,43,ST3160318AS_9VY8VP54_0
64.1791,True,97,ST3160318AS_9VY8VP6C_0
