evaluation,failure_prevented,n_maintenance_activities,id
82.6613,False,24,ST9250315AS_S2X3XHVM_0
64.3275,True,62,ST9250315AS_S2X3XJ5Y_0
84.8889,True,35,ST9250315AS_S2X3XVNJ_0
91.2698,True,23,ST9250315AS_S2X4KQSS_0
88.1081,False,3,ST9250315AS_S2X4Q9YF_0
83.0579,False,22,ST9250315AS_S2X67TMD_0
64.6067,True,64,ST9250315AS_S2X6AASF_0
88.2845,False,9,ST9250315AS_S2X6AC6T_0
98.4127,True,2,ST9250315AS_S2X6AD81_0
86.1111,False,11,ST9250315AS_S2X6BX15_0
97.5904,True,3,ST9250315AS_S2X6BY4G_0
89.4191,False,32,ST9250315AS_S2X6BY5N_0
90.0433,True,24,ST9250315AS_S2X6CDP8_0
98.8095,True,3,ST9250315AS_S2X6CJK7_0
83.5498,False,19,ST9250315AS_S2X6CJVD_0
89.3443,False,7,ST9250315AS_S2X6CKXD_0
73.1959,True,79,ST9250315AS_S2X6CPF9_0
