evaluation,failure_prevented,n_maintenance_activities,id
42.892,True,76,FD004_1_0
44.5896,True,71,FD004_2_0
43.8946,True,73,FD004_3_0
46.3672,True,65,FD004_4_0
55.8204,True,44,FD004_5_0
41.934,True,79,FD004_6_0
52.5301,True,51,FD004_7_0
50.6196,True,54,FD004_8_0
41.6242,True,80,FD004_9_0
40.1411,True,85,FD004_10_0
44.5896,True,71,FD004_11_0
46.7591,True,64,FD004_12_0
48.395,True,60,FD004_13_0
48.822,True,59,FD004_14_0
52.0361,True,52,FD004_15_0
56.9915,True,42,FD004_16_0
61.7746,True,34,FD004_17_0
41.018,True,82,FD004_18_0
53.0929,True,49,FD004_19_0
49.6991,True,57,FD004_20_0
51.0956,True,53,FD004_21_0
53.0929,True,49,FD004_22_0
46.4271,True,66,FD004_23_0
55.9425,True,43,FD004_24_0
61.7746,True,34,FD004_25_0
44.9453,True,70,FD004_26_0
59.7,True,37,FD004_27_0
54.1513,True,47,FD004_28_0
49.2567,True,58,FD004_29_0
44.9453,True,70,FD004_30_0
47.563,True,62,FD004_31_0
52.0751,True,51,FD004_32_0
54.6965,True,46,FD004_33_0
46.3672,True,65,FD004_34_0
52.5301,True,51,FD004_35_0
63.2397,True,32,FD004_36_0
38.3915,True,93,FD004_37_0
58.2128,True,40,FD004_38_0
54.1513,True,47,FD004_39_0
53.6169,True,48,FD004_40_0
45.9819,True,66,FD004_41_0
46.4271,True,66,FD004_42_0
51.5807,True,52,FD004_43_0
54.1513,True,47,FD004_44_0
58.2128,True,40,FD004_45_0
42.892,True,76,FD004_46_0
39.1786,True,90,FD004_47_0
42.5678,True,77,FD004_48_0
35.281,True,108,FD004_49_0
58.8433,True,39,FD004_50_0
46.0476,True,67,FD004_51_0
40.5646,True,85,FD004_52_0
44.2394,True,72,FD004_53_0
55.2527,True,45,FD004_54_0
41.4444,True,82,FD004_55_0
40.7215,True,83,FD004_56_0
55.8204,True,44,FD004_57_0
46.4271,True,66,FD004_58_0
58.2128,True,40,FD004_59_0
52.0751,True,51,FD004_60_0
49.6991,True,57,FD004_61_0
44.9453,True,70,FD004_62_0
58.3926,True,39,FD004_63_0
