evaluation,failure_prevented,n_maintenance_activities,id
49.3168,False,0,FD001_1_0
100.0,True,1,FD001_2_0
100.0,True,1,FD001_3_0
100.0,True,1,FD001_4_0
98.3098,True,3,FD001_5_0
96.8857,True,4,FD001_6_0
100.0,True,1,FD001_7_0
100.0,True,1,FD001_8_0
98.9933,True,2,FD001_9_0
100.0,True,1,FD001_10_0
100.0,True,1,FD001_11_0
100.0,True,1,FD001_12_0
100.0,True,1,FD001_13_0
98.9399,True,2,FD001_14_0
100.0,True,1,FD001_15_0
98.0455,True,3,FD001_16_0
98.324,True,3,FD001_17_0
100.0,True,1,FD001_18_0
100.0,True,1,FD001_19_0
98.1538,True,3,FD001_20_0
100.0,True,1,FD001_21_0
98.0066,True,3,FD001_22_0
100.0,True,1,FD001_23_0
100.0,True,1,FD001_24_0
100.0,True,1,FD001_25_0
100.0,True,1,FD001_26_0
100.0,True,1,FD001_27_0
100.0,True,1,FD001_28_0
100.0,True,1,FD001_29_0
100.0,True,1,FD001_30_0
100.0,True,1,FD001_31_0
97.9451,True,3,FD001_32_0
100.0,True,1,FD001_33_0
100.0,True,1,FD001_34_0
100.0,True,1,FD001_35_0
100.0,True,1,FD001_36_0
100.0,True,1,FD001_37_0
100.0,True,1,FD001_38_0
98.7551,True,2,FD001_39_0
98.9619,True,2,FD001_40_0
100.0,True,1,FD001_41_0
100.0,True,1,FD001_42_0
100.0,True,1,FD001_43_0
100.0,True,1,FD001_44_0
100.0,True,1,FD001_45_0
99.1253,True,2,FD001_46_0
100.0,True,1,FD001_47_0
96.2732,True,5,FD001_48_0
97.0967,True,4,FD001_49_0
100.0,True,1,FD001_50_0
100.0,True,1,FD001_51_0
98.0645,True,3,FD001_52_0
100.0,True,1,FD001_53_0
99.1253,True,2,FD001_54_0
100.0,True,1,FD001_55_0
96.648,True,5,FD001_56_0
100.0,True,1,FD001_57_0
100.0,True,1,FD001_58_0
100.0,True,1,FD001_59_0
100.0,True,1,FD001_60_0
100.0,True,1,FD001_61_0
96.8197,True,4,FD001_62_0
100.0,True,1,FD001_63_0
98.3516,True,3,FD001_64_0
100.0,True,1,FD001_65_0
98.0066,True,3,FD001_66_0
99.2268,True,2,FD001_67_0
100.0,True,1,FD001_68_0
97.8922,True,4,FD001_69_0
100.0,True,1,FD001_70_0
100.0,True,1,FD001_71_0
100.0,True,1,FD001_72_0
96.1289,True,5,FD001_73_0
100.0,True,1,FD001_74_0
99.0683,True,2,FD001_75_0
99.0228,True,2,FD001_76_0
100.0,True,1,FD001_77_0
100.0,True,1,FD001_78_0
100.0,True,1,FD001_79_0
100.0,True,1,FD001_80_0
99.0936,True,2,FD001_81_0
100.0,True,1,FD001_82_0
100.0,True,1,FD001_83_0
97.4431,True,4,FD001_84_0
100.0,True,1,FD001_85_0
97.5069,True,4,FD001_86_0
100.0,True,1,FD001_87_0
100.0,True,1,FD001_88_0
100.0,True,1,FD001_89_0
41.2229,False,2,FD001_90_0
100.0,True,1,FD001_91_0
98.5437,True,3,FD001_92_0
100.0,True,1,FD001_93_0
100.0,True,1,FD001_94_0
100.0,True,1,FD001_95_0
98.5221,True,3,FD001_96_0
100.0,True,1,FD001_97_0
100.0,True,1,FD001_98_0
100.0,True,1,FD001_99_0
100.0,True,1,FD001_100_0
