evaluation,failure_prevented,n_maintenance_activities,id
91.8103,False,0,WDC WD800JB_WD-WMAM9DJU9637_0
88.4848,False,0,WDC WD800JB_WD-WMAM9DRH1880_0
95.8647,True,12,WDC WD800JB_WD-WMAM9DRJ9680_0
92.8839,False,0,WDC WD800JB_WD-WMAM9DRK2424_0
85.6164,True,43,WDC WD800JB_WD-WMAM9DSH9912_0
91.2844,False,0,WDC WD800JB_WD-WMAM9DSU5450_0
92.9368,False,0,WDC WD800JB_WD-WMAM9DVT0203_0
