evaluation,failure_prevented,n_maintenance_activities,id
90.6404,False,0,ST3160316AS_6VM6N840_0
90.2062,False,0,ST3160316AS_6VMWZH2A_0
81.3187,True,52,ST3160316AS_6VMX70TB_0
86.0294,False,0,ST3160316AS_9VYBP3JW_0
87.3333,False,0,ST3160316AS_9VYBPBKF_0
89.0173,False,0,ST3160316AS_9VYBT76T_0
78.1609,False,0,ST3160316AS_9VYBVW1B_0
81.7308,False,0,ST3160316AS_9VYBXRK2_0
83.4783,False,0,ST3160316AS_9VYC09XQ_0
92.2794,False,2,ST3160316AS_9VYC10JY_0
83.1858,False,0,ST3160316AS_Z2A1BBCQ_0
87.3333,False,0,ST3160316AS_Z2A1FMBJ_0
