evaluation,failure_prevented,n_maintenance_activities,id
32.5123,True,138,ST3160316AS_6VM6N840_0
33.5052,True,130,ST3160316AS_6VMWZH2A_0
30.7692,True,190,ST3160316AS_6VMX70TB_0
36.0294,True,88,ST3160316AS_9VYBP3JW_0
35.3333,True,98,ST3160316AS_9VYBPBKF_0
34.104,True,115,ST3160316AS_9VYBT76T_0
43.6782,True,50,ST3160316AS_9VYBVW1B_0
40.3846,True,63,ST3160316AS_9VYBXRK2_0
39.1304,True,71,ST3160316AS_9VYC09XQ_0
30.8824,True,189,ST3160316AS_9VYC10JY_0
38.9381,True,70,ST3160316AS_Z2A1BBCQ_0
35.3333,True,98,ST3160316AS_Z2A1FMBJ_0
