evaluation,failure_prevented,n_maintenance_activities,id
31.0606,True,183,ST3160318AS_5VML01P0_0
34.3023,True,114,ST3160318AS_5VY4ZRMA_0
39.8148,True,66,ST3160318AS_5VY50ALD_0
39.6226,True,65,ST3160318AS_5VY529VQ_0
40.1869,True,65,ST3160318AS_6VMDKZS2_0
33.5079,True,128,ST3160318AS_6VMDNNG4_0
31.3793,True,200,ST3160318AS_6VY16NA1_0
33.6957,True,123,ST3160318AS_6VY9JADG_0
29.5812,True,270,ST3160318AS_6VYA6RMB_0
30.4498,True,202,ST3160318AS_9VMHY7KX_0
30.5755,True,194,ST3160318AS_9VY8TC9H_0
30.9091,True,191,ST3160318AS_9VY8TCAV_0
33.6957,True,123,ST3160318AS_9VY8TCTB_0
34.0909,True,117,ST3160318AS_9VY8VP54_0
30.9701,True,186,ST3160318AS_9VY8VP6C_0
