evaluation,failure_prevented,n_maintenance_activities,id
32.3524,True,41,0_0_7
73.2109,True,8,0_0_8
44.3543,True,25,0_0_9
65.6711,True,11,0_0_11
58.9804,True,15,0_0_13
45.4071,True,24,0_0_14
47.6701,True,22,0_0_15
61.452,True,13,0_0_16
