evaluation,failure_prevented,n_maintenance_activities,id
57.2271,False,0,FD003_1_0
56.4722,False,0,FD003_2_0
99.0506,True,2,FD003_3_0
93.2392,True,9,FD003_4_0
97.0967,True,4,FD003_5_0
97.5069,True,4,FD003_6_0
98.1171,True,4,FD003_7_0
99.1477,True,2,FD003_8_0
96.7602,True,6,FD003_9_0
100.0,True,1,FD003_10_0
100.0,True,1,FD003_11_0
100.0,True,1,FD003_12_0
98.951,True,2,FD003_13_0
100.0,True,1,FD003_14_0
98.0066,True,3,FD003_15_0
99.2771,True,2,FD003_16_0
100.0,True,1,FD003_17_0
99.3951,True,2,FD003_18_0
99.0683,True,2,FD003_19_0
99.2665,True,2,FD003_20_0
99.0506,True,2,FD003_21_0
100.0,True,1,FD003_22_0
98.983,True,2,FD003_23_0
99.4392,True,2,FD003_24_0
100.0,True,1,FD003_25_0
99.1018,True,2,FD003_26_0
100.0,True,1,FD003_27_0
100.0,True,1,FD003_28_0
99.0506,True,2,FD003_29_0
99.0415,True,2,FD003_30_0
98.951,True,2,FD003_31_0
100.0,True,1,FD003_32_0
100.0,True,1,FD003_33_0
99.4059,True,2,FD003_34_0
98.1366,True,3,FD003_35_0
99.2443,True,2,FD003_36_0
99.2443,True,2,FD003_37_0
100.0,True,1,FD003_38_0
100.0,True,1,FD003_39_0
98.9619,True,2,FD003_40_0
99.2021,True,2,FD003_41_0
100.0,True,1,FD003_42_0
99.2386,True,2,FD003_43_0
94.6995,True,6,FD003_44_0
100.0,True,1,FD003_45_0
100.0,True,1,FD003_46_0
97.4647,True,4,FD003_47_0
100.0,True,1,FD003_48_0
99.1253,True,2,FD003_49_0
100.0,True,1,FD003_50_0
100.0,True,1,FD003_51_0
53.1662,False,0,FD003_52_0
97.7859,True,3,FD003_53_0
98.983,True,2,FD003_54_0
96.7799,True,7,FD003_55_0
93.8981,True,7,FD003_56_0
100.0,True,1,FD003_57_0
100.0,True,1,FD003_58_0
98.4168,True,3,FD003_59_0
100.0,True,1,FD003_60_0
100.0,True,1,FD003_61_0
100.0,True,1,FD003_62_0
99.0683,True,2,FD003_63_0
97.966,True,3,FD003_64_0
100.0,True,1,FD003_65_0
100.0,True,1,FD003_66_0
95.7019,True,6,FD003_67_0
100.0,True,1,FD003_68_0
98.9051,True,2,FD003_69_0
100.0,True,1,FD003_70_0
98.0686,True,4,FD003_71_0
100.0,True,1,FD003_72_0
100.0,True,1,FD003_73_0
94.8628,True,6,FD003_74_0
100.0,True,1,FD003_75_0
97.7098,True,3,FD003_76_0
97.376,True,4,FD003_77_0
98.1012,True,3,FD003_78_0
100.0,True,1,FD003_79_0
100.0,True,1,FD003_80_0
98.5542,True,3,FD003_81_0
99.1825,True,2,FD003_82_0
98.9399,True,2,FD003_83_0
99.0595,True,2,FD003_84_0
98.2954,True,3,FD003_85_0
97.0873,True,5,FD003_86_0
98.9169,True,2,FD003_87_0
98.4886,True,3,FD003_88_0
100.0,True,1,FD003_89_0
98.9399,True,2,FD003_90_0
100.0,True,1,FD003_91_0
95.4715,True,5,FD003_92_0
98.9051,True,2,FD003_93_0
97.3392,True,5,FD003_94_0
98.8929,True,2,FD003_95_0
98.3082,True,4,FD003_96_0
99.162,True,2,FD003_97_0
100.0,True,1,FD003_98_0
96.4842,True,4,FD003_99_0
98.8417,True,2,FD003_100_0
