dataset_id,score,min_processing_time_ms,max_processing_time_ms,avg_processing_time_ms
harddrive,0.05662317824527822,0.005,88843.745,71.645787
turbofan_engine,0.08605212308281629,0.005,88843.745,71.645787
production_plant,0.10442727236373542,0.005,88843.745,71.645787
water_pump,0.07489870333316795,0.005,88843.745,71.645787
