evaluation,failure_prevented,n_maintenance_activities,id
39.4089,True,124,ST3160316AS_6VM6N840_0
40.2062,True,117,ST3160316AS_6VMWZH2A_0
35.5311,True,177,ST3160316AS_6VMX70TB_0
46.3235,True,74,ST3160316AS_9VYBP3JW_0
44.6667,True,84,ST3160316AS_9VYBPBKF_0
42.1965,True,101,ST3160316AS_9VYBT76T_0
59.7701,True,36,ST3160316AS_9VYBVW1B_0
53.8462,True,49,ST3160316AS_9VYBXRK2_0
50.4348,True,58,ST3160316AS_9VYC09XQ_0
36.0294,True,175,ST3160316AS_9VYC10JY_0
50.4425,True,57,ST3160316AS_Z2A1BBCQ_0
44.6667,True,84,ST3160316AS_Z2A1FMBJ_0
