evaluation,failure_prevented,n_maintenance_activities,id
36.3636,True,169,ST3160318AS_5VML01P0_0
42.4419,True,100,ST3160318AS_5VY4ZRMA_0
52.7778,True,52,ST3160318AS_5VY50ALD_0
52.8302,True,51,ST3160318AS_5VY529VQ_0
53.271,True,51,ST3160318AS_6VMDKZS2_0
40.3141,True,115,ST3160318AS_6VMDNNG4_0
36.2069,True,186,ST3160318AS_6VY16NA1_0
41.3043,True,109,ST3160318AS_6VY9JADG_0
33.2461,True,256,ST3160318AS_6VYA6RMB_0
35.2941,True,188,ST3160318AS_9VMHY7KX_0
35.6115,True,180,ST3160318AS_9VY8TC9H_0
36.0,True,177,ST3160318AS_9VY8TCAV_0
41.3043,True,109,ST3160318AS_9VY8TCTB_0
41.4773,True,104,ST3160318AS_9VY8VP54_0
35.8209,True,173,ST3160318AS_9VY8VP6C_0
